time,pnl_r,type,symbol,dollar_pnl,balance,drawdown
2026-01-06 03:40:00,2.0,SNIPER,BTCUSD,97.0,4292.25,-61.05610561056105
2026-01-06 03:45:00,-1.0,SNIPER,ETHUSD,-48.5,4243.75,-61.496149614961496
2026-01-06 04:40:00,2.0,SNIPER,USDCAD,97.0,4340.75,-60.61606160616062
2026-01-06 06:35:00,2.0,SNIPER,GBPUSD,97.0,4437.75,-59.73597359735974
2026-01-06 06:35:00,2.0,SNIPER,EURGBP,97.0,4534.75,-58.855885588558856
2026-01-06 08:15:00,-1.0,SNIPER,SOLUSD,-48.5,4486.25,-59.2959295929593
2026-01-06 09:10:00,-1.0,SNIPER,ETHUSD,-48.5,4437.75,-59.73597359735974
2026-01-06 10:10:00,2.0,SNIPER,BTCUSD,97.0,4534.75,-58.855885588558856
2026-01-06 11:55:00,-1.0,SNIPER,EURJPY,-48.5,4486.25,-59.2959295929593
2026-01-06 13:30:00,-1.0,SNIPER,USDJPY,-48.5,4437.75,-59.73597359735974
2026-01-06 14:05:00,-1.0,SNIPER,ETHUSD,-48.5,4389.25,-60.17601760176018
2026-01-06 15:20:00,-1.0,SNIPER,USDCAD,-48.5,4340.75,-60.61606160616062
2026-01-06 17:00:00,-1.0,SNIPER,EURGBP,-48.5,4292.25,-61.05610561056105
2026-01-06 20:30:00,2.0,SNIPER,BTCUSD,97.0,4389.25,-60.17601760176018
2026-01-06 20:30:00,2.0,SNIPER,ETHUSD,97.0,4486.25,-59.2959295929593
2026-01-06 20:40:00,-1.0,SNIPER,CADCHF,-48.5,4437.75,-59.73597359735974
2026-01-06 22:00:00,-1.0,SNIPER,USDCAD,-48.5,4389.25,-60.17601760176018
2026-01-06 23:05:00,-1.0,SNIPER,ETHUSD,-48.5,4340.75,-60.61606160616062
2026-01-06 23:10:00,2.0,SNIPER,BTCUSD,97.0,4437.75,-59.73597359735974
2026-01-06 23:25:00,2.0,SNIPER,AUDUSD,97.0,4534.75,-58.855885588558856
2026-01-06 23:45:00,-1.0,SNIPER,GBPUSD,-48.5,4486.25,-59.2959295929593
2026-01-06 23:50:00,-1.0,SNIPER,EURUSD,-48.5,4437.75,-59.73597359735974
2026-01-07 00:05:00,-1.0,SNIPER,AUDJPY,-48.5,4389.25,-60.17601760176018
2026-01-07 00:10:00,2.0,SNIPER,SOLUSD,97.0,4486.25,-59.2959295929593
2026-01-07 00:15:00,-1.0,SNIPER,NZDUSD,-48.5,4437.75,-59.73597359735974
2026-01-07 00:35:00,-1.0,SNIPER,EURGBP,-48.5,4389.25,-60.17601760176018
2026-01-07 01:00:00,-1.0,SNIPER,CADCHF,-48.5,4340.75,-60.61606160616062
2026-01-07 01:55:00,-1.0,SNIPER,GBPJPY,-48.5,4292.25,-61.05610561056105
2026-01-07 01:55:00,-1.0,SNIPER,EURJPY,-48.5,4243.75,-61.496149614961496
2026-01-07 03:00:00,-1.0,SNIPER,AUDJPY,-48.5,4195.25,-61.93619361936194
2026-01-07 03:00:00,-1.0,SNIPER,AUDNZD,-48.5,4146.75,-62.37623762376238
2026-01-07 03:20:00,-1.0,SNIPER,EURUSD,-48.5,4098.25,-62.81628162816282
2026-01-07 04:10:00,-1.0,SNIPER,BTCUSD,-48.5,4049.75,-63.25632563256326
2026-01-07 04:25:00,-1.0,SNIPER,AUDUSD,-48.5,4001.25,-63.6963696369637
2026-01-07 07:30:00,-1.0,SNIPER,ETHUSD,-48.5,3952.75,-64.13641364136413
2026-01-07 07:45:00,-1.0,SNIPER,SOLUSD,-48.5,3904.25,-64.57645764576458
2026-01-07 09:10:00,-1.0,SNIPER,BTCUSD,-48.5,3855.75,-65.01650165016501
2026-01-07 10:05:00,-1.0,SNIPER,ETHUSD,-48.5,3807.25,-65.45654565456546
2026-01-07 11:20:00,-1.0,SNIPER,EURJPY,-48.5,3758.75,-65.8965896589659
2026-01-07 11:35:00,2.0,SNIPER,EURUSD,97.0,3855.75,-65.01650165016501
2026-01-07 13:55:00,-1.0,SNIPER,BTCUSD,-48.5,3807.25,-65.45654565456546
2026-01-07 17:00:00,-1.0,SNIPER,SOLUSD,-48.5,3758.75,-65.8965896589659
2026-01-07 17:00:00,2.0,SNIPER,USDJPY,97.0,3855.75,-65.01650165016501
2026-01-07 17:25:00,-1.0,SNIPER,EURGBP,-48.5,3807.25,-65.45654565456546
2026-01-07 17:40:00,2.0,SNIPER,USDCAD,97.0,3904.25,-64.57645764576458
2026-01-07 18:35:00,2.0,SNIPER,EURJPY,97.0,4001.25,-63.6963696369637
2026-01-07 20:30:00,-1.0,SNIPER,ETHUSD,-48.5,3952.75,-64.13641364136413
2026-01-07 20:30:00,-1.0,SNIPER,SOLUSD,-48.5,3904.25,-64.57645764576458
2026-01-07 20:40:00,-1.0,SNIPER,BTCUSD,-48.5,3855.75,-65.01650165016501
2026-01-07 21:45:00,-1.0,SNIPER,EURUSD,-48.5,3807.25,-65.45654565456546
2026-01-07 23:50:00,-1.0,SNIPER,AUDUSD,-48.5,3758.75,-65.8965896589659
2026-01-08 00:50:00,-1.0,SNIPER,EURUSD,-48.5,3710.25,-66.33663366336634
2026-01-08 01:20:00,2.0,SNIPER,USDJPY,97.0,3807.25,-65.45654565456546
2026-01-08 01:40:00,2.0,SNIPER,NZDUSD,97.0,3904.25,-64.57645764576458
2026-01-08 02:00:00,-1.0,SNIPER,EURGBP,-48.5,3855.75,-65.01650165016501
2026-01-08 02:10:00,-1.0,SNIPER,ETHUSD,-48.5,3807.25,-65.45654565456546
2026-01-08 02:45:00,-1.0,SNIPER,CADCHF,-48.5,3758.75,-65.8965896589659
2026-01-08 04:10:00,-1.0,SNIPER,SOLUSD,-48.5,3710.25,-66.33663366336634
2026-01-08 06:10:00,2.0,SNIPER,EURGBP,97.0,3807.25,-65.45654565456546
2026-01-08 06:20:00,-1.0,SNIPER,ETHUSD,-48.5,3758.75,-65.8965896589659
2026-01-08 07:20:00,2.0,SNIPER,SOLUSD,97.0,3855.75,-65.01650165016501
2026-01-08 09:10:00,2.0,SNIPER,EURUSD,97.0,3952.75,-64.13641364136413
2026-01-08 09:30:00,-1.0,SNIPER,AUDJPY,-48.5,3904.25,-64.57645764576458
2026-01-08 10:35:00,2.0,SNIPER,GBPJPY,97.0,4001.25,-63.6963696369637
2026-01-08 12:20:00,-1.0,SNIPER,SOLUSD,-48.5,3952.75,-64.13641364136413
2026-01-08 12:55:00,-1.0,SNIPER,AUDUSD,-48.5,3904.25,-64.57645764576458
2026-01-08 13:15:00,2.0,SNIPER,BTCUSD,97.0,4001.25,-63.6963696369637
2026-01-08 13:45:00,-1.0,SNIPER,CADCHF,-48.5,3952.75,-64.13641364136413
